user_id,registration_date,device_type,acquisition_channel,age_group
681,2026-07-07,iOS,Referral,35-44
682,2026-05-23,Android,Search,35-44
683,2026-05-24,Android,Referral,35-44
684,2026-05-15,Android,Search,18-24
685,2026-05-09,Android,Referral,25-34
686,2026-06-18,Android,Referral,45+
687,2026-07-01,iOS,Paid Social,25-34
688,2026-06-04,iOS,Referral,45+
689,2026-05-29,Android,Paid Social,25-34
690,2026-07-11,Android,Paid Social,45+
691,2026-07-11,iOS,Search,35-44
692,2026-06-18,Android,Search,45+
693,2026-07-09,Android,Paid Social,35-44
694,2026-07-31,iOS,Paid Social,45+
695,2026-07-18,iOS,Organic,18-24
696,2026-07-04,iOS,Organic,18-24
697,2026-07-07,Android,Paid Social,25-34
698,2026-08-01,iOS,Paid Social,18-24
699,2026-06-16,iOS,Search,35-44
700,2026-06-27,iOS,Search,45+
701,2026-07-06,iOS,Organic,45+
702,2026-07-29,iOS,Organic,35-44
703,2026-07-22,Android,Organic,45+
704,2026-05-15,iOS,Organic,18-24
705,2026-05-23,iOS,Paid Social,25-34
706,2026-06-05,Android,Referral,35-44
707,2026-07-15,Android,Organic,35-44
708,2026-06-29,Android,Search,25-34
709,2026-06-03,iOS,Referral,18-24
710,2026-05-20,iOS,Organic,45+
711,2026-07-09,Android,Search,45+
712,2026-07-10,iOS,Organic,25-34
713,2026-08-01,iOS,Search,45+
714,2026-06-23,Android,Organic,18-24
715,2026-06-22,iOS,Paid Social,45+
716,2026-05-16,Android,Organic,18-24
717,2026-05-12,Android,Organic,25-34
718,2026-06-16,Android,Organic,25-34
719,2026-06-07,iOS,Search,18-24
720,2026-05-31,Android,Paid Social,25-34
721,2026-05-17,Android,Referral,45+
722,2026-08-03,iOS,Organic,35-44
723,2026-07-23,iOS,Organic,45+
724,2026-06-29,iOS,Organic,35-44
725,2026-08-02,Android,Referral,18-24
726,2026-08-06,Android,Search,45+
727,2026-07-08,iOS,Referral,45+
728,2026-06-02,Android,Paid Social,45+
729,2026-05-12,iOS,Referral,25-34
730,2026-07-16,iOS,Organic,35-44
731,2026-06-20,iOS,Search,25-34
732,2026-07-06,Android,Referral,35-44
733,2026-07-30,iOS,Organic,18-24
734,2026-05-25,Android,Search,35-44
735,2026-06-30,Android,Organic,25-34
736,2026-07-05,iOS,Paid Social,45+
737,2026-06-22,Android,Search,18-24
738,2026-05-17,iOS,Organic,35-44
739,2026-06-09,iOS,Referral,45+
740,2026-06-07,iOS,Referral,45+
741,2026-07-08,Android,Organic,25-34
742,2026-07-25,iOS,Search,25-34
743,2026-06-07,iOS,Referral,35-44
744,2026-07-10,Android,Search,25-34
745,2026-06-03,iOS,Paid Social,45+
746,2026-08-02,Android,Search,35-44
747,2026-07-21,Android,Organic,35-44
748,2026-06-27,Android,Paid Social,45+
749,2026-06-18,iOS,Search,18-24
750,2026-06-06,iOS,Referral,18-24
751,2026-06-07,Android,Referral,45+
752,2026-08-04,Android,Search,35-44
753,2026-06-14,Android,Paid Social,35-44
754,2026-06-24,Android,Paid Social,45+
755,2026-08-05,Android,Paid Social,45+
756,2026-07-07,Android,Referral,45+
757,2026-06-26,iOS,Referral,45+
758,2026-06-15,Android,Search,35-44
759,2026-05-25,iOS,Paid Social,25-34
760,2026-06-10,iOS,Search,25-34
761,2026-07-16,Android,Referral,18-24
762,2026-07-04,Android,Search,25-34
763,2026-07-16,Android,Paid Social,35-44
764,2026-05-27,iOS,Search,45+
765,2026-06-27,iOS,Search,45+
766,2026-07-31,Android,Search,18-24
767,2026-06-17,Android,Organic,18-24
768,2026-07-10,iOS,Referral,25-34
769,2026-05-19,iOS,Search,35-44
770,2026-08-04,Android,Organic,18-24
771,2026-07-02,iOS,Referral,25-34
772,2026-05-30,iOS,Search,35-44
773,2026-05-23,Android,Search,25-34
774,2026-06-27,Android,Organic,45+
775,2026-06-27,iOS,Referral,45+
776,2026-05-17,iOS,Organic,25-34
777,2026-08-06,Android,Referral,35-44
778,2026-07-30,Android,Paid Social,45+
779,2026-06-19,Android,Search,18-24
780,2026-05-19,Android,Search,35-44
781,2026-07-22,iOS,Referral,18-24
782,2026-06-22,iOS,Organic,35-44
783,2026-07-12,iOS,Paid Social,25-34
784,2026-06-23,iOS,Paid Social,35-44
785,2026-06-02,Android,Search,25-34
786,2026-07-23,Android,Paid Social,25-34
787,2026-08-05,Android,Search,18-24
788,2026-05-30,iOS,Search,45+
789,2026-06-27,Android,Organic,25-34
790,2026-06-12,iOS,Referral,18-24
791,2026-07-30,iOS,Paid Social,35-44
792,2026-06-23,Android,Paid Social,45+
793,2026-07-27,iOS,Referral,45+
794,2026-07-25,Android,Search,45+
795,2026-06-02,iOS,Referral,35-44
796,2026-07-19,Android,Paid Social,35-44
797,2026-06-15,iOS,Paid Social,35-44
798,2026-08-01,iOS,Paid Social,35-44
799,2026-06-23,iOS,Paid Social,35-44
800,2026-07-21,iOS,Search,45+
801,2026-06-03,iOS,Search,45+
802,2026-06-04,iOS,Search,25-34
803,2026-06-30,iOS,Search,35-44
804,2026-08-06,iOS,Paid Social,35-44
805,2026-06-22,Android,Organic,35-44
806,2026-05-22,iOS,Search,25-34
807,2026-06-26,iOS,Search,45+
808,2026-06-09,Android,Search,45+
809,2026-06-27,Android,Search,25-34
810,2026-06-26,iOS,Organic,25-34
811,2026-06-18,Android,Organic,35-44
812,2026-06-06,iOS,Referral,25-34
813,2026-05-25,Android,Search,18-24
814,2026-07-10,iOS,Referral,35-44
815,2026-06-29,iOS,Search,25-34
816,2026-05-30,Android,Organic,25-34
817,2026-07-17,Android,Organic,45+
818,2026-05-12,Android,Referral,18-24
819,2026-07-15,Android,Organic,25-34
820,2026-07-11,iOS,Referral,45+
821,2026-07-21,iOS,Paid Social,25-34
822,2026-06-12,iOS,Organic,35-44
823,2026-07-07,Android,Paid Social,35-44
824,2026-07-21,Android,Referral,35-44
825,2026-08-05,iOS,Paid Social,45+
826,2026-06-22,iOS,Referral,25-34
827,2026-05-12,iOS,Paid Social,25-34
828,2026-06-23,Android,Paid Social,45+
829,2026-07-01,Android,Paid Social,35-44
830,2026-07-26,Android,Search,45+
831,2026-07-26,iOS,Organic,45+
832,2026-06-17,Android,Referral,45+
833,2026-06-25,Android,Referral,18-24
834,2026-06-19,iOS,Search,35-44
835,2026-07-13,iOS,Search,25-34
836,2026-06-14,Android,Paid Social,45+
837,2026-07-06,Android,Referral,35-44
838,2026-05-22,Android,Paid Social,45+
839,2026-06-20,Android,Organic,18-24
840,2026-08-04,iOS,Search,18-24
841,2026-06-08,iOS,Paid Social,45+
842,2026-07-10,Android,Organic,45+
843,2026-07-06,iOS,Paid Social,35-44
844,2026-07-24,iOS,Referral,18-24
845,2026-07-24,Android,Referral,18-24
846,2026-07-25,Android,Paid Social,18-24
847,2026-06-12,Android,Referral,25-34
848,2026-06-06,Android,Organic,18-24
849,2026-07-12,iOS,Paid Social,45+
850,2026-07-16,iOS,Paid Social,25-34
851,2026-07-26,Android,Organic,18-24
852,2026-05-12,Android,Organic,45+
853,2026-05-15,iOS,Search,18-24
854,2026-07-04,iOS,Search,18-24
855,2026-07-30,iOS,Organic,35-44
856,2026-08-06,Android,Referral,25-34
857,2026-07-15,Android,Paid Social,25-34
858,2026-06-17,iOS,Organic,25-34
859,2026-05-17,Android,Referral,25-34
860,2026-07-05,iOS,Search,45+
861,2026-07-26,iOS,Organic,18-24
862,2026-06-17,iOS,Organic,45+
863,2026-07-10,Android,Search,35-44
864,2026-07-29,iOS,Paid Social,35-44
865,2026-05-13,iOS,Paid Social,35-44
866,2026-07-19,iOS,Referral,25-34
867,2026-06-04,iOS,Search,35-44
868,2026-06-11,iOS,Paid Social,45+
869,2026-05-22,Android,Organic,25-34
870,2026-06-25,Android,Organic,18-24
871,2026-06-28,Android,Referral,25-34
872,2026-07-19,Android,Search,35-44
873,2026-05-24,iOS,Search,18-24
874,2026-05-16,iOS,Organic,18-24
875,2026-07-26,Android,Paid Social,18-24
876,2026-07-03,iOS,Search,35-44
877,2026-05-30,Android,Search,45+
878,2026-07-30,iOS,Paid Social,35-44
879,2026-05-21,iOS,Referral,18-24
880,2026-06-19,iOS,Paid Social,35-44
881,2026-05-31,Android,Organic,35-44
882,2026-05-31,Android,Paid Social,18-24
883,2026-05-09,iOS,Organic,45+
884,2026-07-20,iOS,Search,18-24
885,2026-07-29,Android,Paid Social,18-24
886,2026-07-08,iOS,Paid Social,18-24
887,2026-05-23,iOS,Search,35-44
888,2026-06-17,Android,Paid Social,35-44
889,2026-06-09,iOS,Referral,18-24
890,2026-06-30,iOS,Referral,45+
891,2026-07-05,Android,Organic,35-44
892,2026-06-16,iOS,Search,45+
893,2026-05-31,Android,Organic,45+
894,2026-07-24,iOS,Referral,25-34
895,2026-05-26,Android,Organic,18-24
896,2026-06-12,iOS,Organic,18-24
897,2026-06-21,iOS,Paid Social,18-24
898,2026-05-30,Android,Referral,45+
899,2026-06-29,iOS,Paid Social,18-24
900,2026-06-29,Android,Paid Social,35-44
901,2026-08-06,iOS,Search,35-44
902,2026-06-04,Android,Organic,35-44
903,2026-08-05,iOS,Organic,25-34
904,2026-07-07,iOS,Organic,45+
905,2026-06-02,iOS,Search,35-44
906,2026-06-28,Android,Referral,18-24
907,2026-07-09,Android,Organic,35-44
908,2026-07-15,iOS,Referral,35-44
909,2026-05-13,iOS,Search,35-44
910,2026-07-02,Android,Paid Social,25-34
911,2026-06-22,iOS,Organic,45+
912,2026-07-29,iOS,Paid Social,35-44
913,2026-06-03,iOS,Referral,18-24
914,2026-07-19,Android,Referral,18-24
915,2026-07-02,iOS,Paid Social,45+
916,2026-06-09,Android,Organic,25-34
917,2026-07-05,Android,Organic,18-24
918,2026-07-03,iOS,Search,35-44
919,2026-07-08,Android,Organic,18-24
920,2026-07-12,iOS,Search,18-24
921,2026-07-07,iOS,Search,25-34
922,2026-07-23,iOS,Referral,35-44
923,2026-07-04,Android,Search,35-44
924,2026-07-29,Android,Search,35-44
925,2026-07-06,iOS,Organic,25-34
926,2026-06-05,iOS,Organic,25-34
927,2026-06-17,iOS,Paid Social,45+
928,2026-06-30,Android,Referral,45+
929,2026-07-13,iOS,Referral,25-34
930,2026-05-17,Android,Referral,45+
931,2026-06-04,Android,Organic,18-24
932,2026-07-15,iOS,Referral,18-24
933,2026-05-24,iOS,Referral,25-34
934,2026-05-20,iOS,Paid Social,35-44
935,2026-06-26,Android,Organic,35-44
936,2026-08-04,Android,Paid Social,18-24
937,2026-06-25,Android,Search,25-34
938,2026-07-30,iOS,Search,18-24
939,2026-07-22,iOS,Organic,18-24
940,2026-06-01,iOS,Paid Social,25-34
941,2026-07-22,iOS,Search,35-44
942,2026-06-21,iOS,Referral,18-24
943,2026-07-20,iOS,Organic,25-34
944,2026-07-15,Android,Paid Social,18-24
945,2026-06-08,Android,Organic,18-24
946,2026-05-19,Android,Organic,25-34
947,2026-08-03,Android,Search,45+
948,2026-05-21,iOS,Search,45+
949,2026-08-03,iOS,Referral,25-34
950,2026-07-25,iOS,Referral,35-44
951,2026-07-13,Android,Paid Social,18-24
952,2026-08-05,iOS,Referral,45+
953,2026-08-04,Android,Search,18-24
954,2026-07-20,iOS,Referral,45+
955,2026-06-10,iOS,Search,25-34
956,2026-07-19,iOS,Organic,45+
957,2026-05-10,Android,Search,45+
958,2026-06-26,Android,Referral,45+
959,2026-06-18,Android,Paid Social,18-24
960,2026-07-08,Android,Paid Social,18-24
961,2026-07-08,Android,Organic,45+
962,2026-06-30,Android,Paid Social,25-34
963,2026-07-22,iOS,Paid Social,25-34
964,2026-08-01,Android,Organic,25-34
965,2026-05-18,Android,Referral,25-34
966,2026-05-30,iOS,Paid Social,35-44
967,2026-05-11,Android,Organic,35-44
968,2026-07-27,iOS,Paid Social,45+
969,2026-06-28,Android,Paid Social,45+
970,2026-07-30,iOS,Organic,18-24
971,2026-05-28,iOS,Paid Social,18-24
972,2026-05-14,Android,Organic,35-44
973,2026-07-22,iOS,Paid Social,35-44
974,2026-07-29,iOS,Referral,18-24
975,2026-06-05,iOS,Paid Social,25-34
976,2026-06-14,iOS,Referral,18-24
977,2026-05-21,Android,Search,18-24
978,2026-08-02,Android,Referral,35-44
979,2026-06-05,iOS,Paid Social,45+
980,2026-06-22,Android,Referral,25-34
981,2026-05-17,Android,Paid Social,25-34
982,2026-07-27,Android,Referral,35-44
983,2026-05-21,iOS,Paid Social,18-24
984,2026-06-18,Android,Organic,25-34
985,2026-07-08,Android,Paid Social,18-24
986,2026-07-14,Android,Paid Social,35-44
987,2026-08-02,iOS,Paid Social,35-44
988,2026-06-15,Android,Paid Social,18-24
989,2026-07-14,Android,Search,18-24
990,2026-05-22,Android,Paid Social,25-34
991,2026-06-15,iOS,Referral,35-44
992,2026-05-17,iOS,Organic,18-24
993,2026-06-22,Android,Search,45+
994,2026-06-14,iOS,Search,45+
995,2026-08-02,Android,Referral,45+
996,2026-05-11,iOS,Search,25-34
997,2026-06-11,iOS,Search,18-24
998,2026-06-17,iOS,Referral,18-24
999,2026-08-02,Android,Referral,18-24
1000,2026-07-24,iOS,Referral,25-34
